source_file,benchmark,size,policy,metric,reason,evidence_report,exclusion_type
results/phaseB/phaseB_telemetry.csv,Stencil,24000,p4,hit_rate,"Oracle cursor desync: specasync_oracle_next_addr() was consulted once per service batch (advancing the cursor by 1) while the fault trace was recorded once per demand fault, so a batch coalescing k faults consumed k trace entries but advanced the cursor by 1 -- after the first multi-fault batch every oracle prediction points at an already-faulted page (permanent desync). Compounded by no ASLR control (no setarch -R), so cudaMallocManaged's re-randomized VA base broke absolute-VA trace replay alignment even when the cursor was right. Fixed by specasync_oracle_next_addr_n(consumed) + setarch -R for collect/replay.",results/phaseB1/GATE_B_diagnosis.md; driver/PIPELINE_FIXES.md; results/phaseB1/PIPELINE_VALIDATION.md; results/phaseB/gate_reports/gate4_oracle.md,demonstrated
results/summary/cost_benefit.md,Stencil,24000,p4,net_benefit_ns,"Oracle cursor desync: specasync_oracle_next_addr() was consulted once per service batch (advancing the cursor by 1) while the fault trace was recorded once per demand fault, so a batch coalescing k faults consumed k trace entries but advanced the cursor by 1 -- after the first multi-fault batch every oracle prediction points at an already-faulted page (permanent desync). Compounded by no ASLR control (no setarch -R), so cudaMallocManaged's re-randomized VA base broke absolute-VA trace replay alignment even when the cursor was right. Fixed by specasync_oracle_next_addr_n(consumed) + setarch -R for collect/replay.",results/phaseB1/GATE_B_diagnosis.md; driver/PIPELINE_FIXES.md; results/phaseB1/PIPELINE_VALIDATION.md; results/phaseB/gate_reports/gate4_oracle.md,demonstrated
results/phaseB/phaseB_timing.csv,Stencil_OvSub,28300_20_11264,p4,wall_time,"Oracle cursor desync: specasync_oracle_next_addr() was consulted once per service batch (advancing the cursor by 1) while the fault trace was recorded once per demand fault, so a batch coalescing k faults consumed k trace entries but advanced the cursor by 1 -- after the first multi-fault batch every oracle prediction points at an already-faulted page (permanent desync). Compounded by no ASLR control (no setarch -R), so cudaMallocManaged's re-randomized VA base broke absolute-VA trace replay alignment even when the cursor was right. Fixed by specasync_oracle_next_addr_n(consumed) + setarch -R for collect/replay.",results/phaseB1/GATE_B_diagnosis.md; driver/PIPELINE_FIXES.md; results/phaseB1/PIPELINE_VALIDATION.md; results/phaseB/gate_reports/gate4_oracle.md,demonstrated
results/phaseB/phaseB_telemetry.csv,Stencil_OvSub,28300_20_11264,p4,hit_rate,"Oracle cursor desync: specasync_oracle_next_addr() was consulted once per service batch (advancing the cursor by 1) while the fault trace was recorded once per demand fault, so a batch coalescing k faults consumed k trace entries but advanced the cursor by 1 -- after the first multi-fault batch every oracle prediction points at an already-faulted page (permanent desync). Compounded by no ASLR control (no setarch -R), so cudaMallocManaged's re-randomized VA base broke absolute-VA trace replay alignment even when the cursor was right. Fixed by specasync_oracle_next_addr_n(consumed) + setarch -R for collect/replay.",results/phaseB1/GATE_B_diagnosis.md; driver/PIPELINE_FIXES.md; results/phaseB1/PIPELINE_VALIDATION.md; results/phaseB/gate_reports/gate4_oracle.md,demonstrated
results/summary/cost_benefit.md,Stencil_OvSub,28300_20_11264,p4,net_benefit_ns,"Oracle cursor desync: specasync_oracle_next_addr() was consulted once per service batch (advancing the cursor by 1) while the fault trace was recorded once per demand fault, so a batch coalescing k faults consumed k trace entries but advanced the cursor by 1 -- after the first multi-fault batch every oracle prediction points at an already-faulted page (permanent desync). Compounded by no ASLR control (no setarch -R), so cudaMallocManaged's re-randomized VA base broke absolute-VA trace replay alignment even when the cursor was right. Fixed by specasync_oracle_next_addr_n(consumed) + setarch -R for collect/replay.",results/phaseB1/GATE_B_diagnosis.md; driver/PIPELINE_FIXES.md; results/phaseB1/PIPELINE_VALIDATION.md; results/phaseB/gate_reports/gate4_oracle.md,demonstrated
results/phaseB/phaseB_timing.csv,cuFFT,268435456,p4,wall_time,"Oracle cursor desync: specasync_oracle_next_addr() was consulted once per service batch (advancing the cursor by 1) while the fault trace was recorded once per demand fault, so a batch coalescing k faults consumed k trace entries but advanced the cursor by 1 -- after the first multi-fault batch every oracle prediction points at an already-faulted page (permanent desync). Compounded by no ASLR control (no setarch -R), so cudaMallocManaged's re-randomized VA base broke absolute-VA trace replay alignment even when the cursor was right. Fixed by specasync_oracle_next_addr_n(consumed) + setarch -R for collect/replay.",results/phaseB1/GATE_B_diagnosis.md; driver/PIPELINE_FIXES.md; results/phaseB1/PIPELINE_VALIDATION.md; results/phaseB/gate_reports/gate4_oracle.md,demonstrated
results/phaseB/phaseB_telemetry.csv,cuFFT,268435456,p4,hit_rate,"Oracle cursor desync: specasync_oracle_next_addr() was consulted once per service batch (advancing the cursor by 1) while the fault trace was recorded once per demand fault, so a batch coalescing k faults consumed k trace entries but advanced the cursor by 1 -- after the first multi-fault batch every oracle prediction points at an already-faulted page (permanent desync). Compounded by no ASLR control (no setarch -R), so cudaMallocManaged's re-randomized VA base broke absolute-VA trace replay alignment even when the cursor was right. Fixed by specasync_oracle_next_addr_n(consumed) + setarch -R for collect/replay.",results/phaseB1/GATE_B_diagnosis.md; driver/PIPELINE_FIXES.md; results/phaseB1/PIPELINE_VALIDATION.md; results/phaseB/gate_reports/gate4_oracle.md,demonstrated
results/summary/cost_benefit.md,cuFFT,268435456,p4,net_benefit_ns,"Oracle cursor desync: specasync_oracle_next_addr() was consulted once per service batch (advancing the cursor by 1) while the fault trace was recorded once per demand fault, so a batch coalescing k faults consumed k trace entries but advanced the cursor by 1 -- after the first multi-fault batch every oracle prediction points at an already-faulted page (permanent desync). Compounded by no ASLR control (no setarch -R), so cudaMallocManaged's re-randomized VA base broke absolute-VA trace replay alignment even when the cursor was right. Fixed by specasync_oracle_next_addr_n(consumed) + setarch -R for collect/replay.",results/phaseB1/GATE_B_diagnosis.md; driver/PIPELINE_FIXES.md; results/phaseB1/PIPELINE_VALIDATION.md; results/phaseB/gate_reports/gate4_oracle.md,demonstrated
results/phaseB/phaseB_timing.csv,STREAM,134217728,p1,wall_time,"Phase B measured STREAM all-baseline-then-all-treatment (block order), giving p1 (adjacent) -8.8% to -8.9% at these two sizes. Gate C reran INTERLEAVED (p0->p1->p5 alternating, 40 cycles/policy/size, runtime param switch, no reload): the effect vanishes and reverses to a +1.5% to +2.05% slowdown (MWU p<1e-4), tracking p5 (null worker, no prediction at all) within 0.5% -- a pure worker-presence side effect (enqueue + WQ wakeup + VA-space read-lock acquisition), not speculation. It does not track hit rate. Verdict: 'drop the STREAM speedup claim.'",results/phaseB1/GATE_C_report.md; results/phaseB1/PIPELINE_VALIDATION.md,demonstrated
results/phaseB/phaseB_timing.csv,STREAM,134217728,p2,wall_time,"Measured under the same all-baseline-then-all-treatment protocol as p1 at these two sizes. Gate C's interleaved rerun covered only p1 and the p5 null control, not p2/p3, so no corrected value exists for p2/p3 here -- excluded by protocol association, not by a rerun of p2/p3 itself.",results/phaseB1/GATE_C_report.md; results/phaseB1/PIPELINE_VALIDATION.md,inferred
results/phaseB/phaseB_timing.csv,STREAM,134217728,p3,wall_time,"Measured under the same all-baseline-then-all-treatment protocol as p1 at these two sizes. Gate C's interleaved rerun covered only p1 and the p5 null control, not p2/p3, so no corrected value exists for p2/p3 here -- excluded by protocol association, not by a rerun of p2/p3 itself.",results/phaseB1/GATE_C_report.md; results/phaseB1/PIPELINE_VALIDATION.md,inferred
results/phaseB/phaseB_timing.csv,STREAM,268435456,p1,wall_time,"Phase B measured STREAM all-baseline-then-all-treatment (block order), giving p1 (adjacent) -8.8% to -8.9% at these two sizes. Gate C reran INTERLEAVED (p0->p1->p5 alternating, 40 cycles/policy/size, runtime param switch, no reload): the effect vanishes and reverses to a +1.5% to +2.05% slowdown (MWU p<1e-4), tracking p5 (null worker, no prediction at all) within 0.5% -- a pure worker-presence side effect (enqueue + WQ wakeup + VA-space read-lock acquisition), not speculation. It does not track hit rate. Verdict: 'drop the STREAM speedup claim.'",results/phaseB1/GATE_C_report.md; results/phaseB1/PIPELINE_VALIDATION.md,demonstrated
results/phaseB/phaseB_timing.csv,STREAM,268435456,p2,wall_time,"Measured under the same all-baseline-then-all-treatment protocol as p1 at these two sizes. Gate C's interleaved rerun covered only p1 and the p5 null control, not p2/p3, so no corrected value exists for p2/p3 here -- excluded by protocol association, not by a rerun of p2/p3 itself.",results/phaseB1/GATE_C_report.md; results/phaseB1/PIPELINE_VALIDATION.md,inferred
results/phaseB/phaseB_timing.csv,STREAM,268435456,p3,wall_time,"Measured under the same all-baseline-then-all-treatment protocol as p1 at these two sizes. Gate C's interleaved rerun covered only p1 and the p5 null control, not p2/p3, so no corrected value exists for p2/p3 here -- excluded by protocol association, not by a rerun of p2/p3 itself.",results/phaseB1/GATE_C_report.md; results/phaseB1/PIPELINE_VALIDATION.md,inferred
results/phaseB/phaseB_telemetry.csv,ALL,ALL,ALL,ph01_median_ns / ph12_median_ns (lock_acq / metadata phase split),"T2 and T3 in service_fault_batch() (uvm_gpu_replayable_faults.c) were both set to the same ktime_get_ns() call immediately after service_fault_batch_dispatch() returned, so the 'residency' phase (T2->T3) was identically zero in every Phase B measurement and the 'metadata' window (T1->T2) silently absorbed the entire dispatch cost -- giving the false appearance that metadata lookup was ~99% of service time. Fixed in Phase B.2 (Gate 4) by moving T2 to before dispatch; the corrected T2->T3 is non-zero (7.83us median, single-fault probe; 3.63us median, real stencil-24K) and dispatch (not metadata) dominates CPU time.",results/phaseB1/GATE_C_report.md; results/phaseB2/GATE4_report.md; results/phaseB1/PIPELINE_VALIDATION.md,demonstrated
results/summary/phase_breakdown.pdf,ALL,ALL,ALL,T0-T1-T2-T3 stacked phase attribution,"T2 and T3 in service_fault_batch() (uvm_gpu_replayable_faults.c) were both set to the same ktime_get_ns() call immediately after service_fault_batch_dispatch() returned, so the 'residency' phase (T2->T3) was identically zero in every Phase B measurement and the 'metadata' window (T1->T2) silently absorbed the entire dispatch cost -- giving the false appearance that metadata lookup was ~99% of service time. Fixed in Phase B.2 (Gate 4) by moving T2 to before dispatch; the corrected T2->T3 is non-zero (7.83us median, single-fault probe; 3.63us median, real stencil-24K) and dispatch (not metadata) dominates CPU time.",results/phaseB1/GATE_C_report.md; results/phaseB2/GATE4_report.md; results/phaseB1/PIPELINE_VALIDATION.md,demonstrated
results/phaseC/decomp_24K_inpush.bin,Stencil,24000 or 8000 (diagnostic capture),n/a,"all decomposition fields (d1-d7, svc, total, num_faults, num_va_spaces, num_blocks)","ring_read_binary() (specasync_debugfs.c) returned to_copy bytes to the caller while only writing floor(to_copy/record_size)*record_size bytes via copy_to_user; the resulting *ppos drift accumulated to exactly 32 bytes by slot 1170, making the Python parser misread record boundaries and produce apparently-corrupt decomposition data. The ring push code itself was correct throughout. Fixed by snapping to_copy to a multiple of record_size before advancing *ppos. These are early Phase C debug captures made before that fix, superseded by the clean decomp_{stencil_8K,stencil_24K,graphbfs_23,stencil_sweep_*}.csv (all regenerated after the fix, same 2026-07-06 15:47-15:49 session).",results/phaseC/PHASEC_REPORT.md,demonstrated
results/phaseC/decomp_noinline_24K.bin,Stencil,24000 or 8000 (diagnostic capture),n/a,"all decomposition fields (d1-d7, svc, total, num_faults, num_va_spaces, num_blocks)","ring_read_binary() (specasync_debugfs.c) returned to_copy bytes to the caller while only writing floor(to_copy/record_size)*record_size bytes via copy_to_user; the resulting *ppos drift accumulated to exactly 32 bytes by slot 1170, making the Python parser misread record boundaries and produce apparently-corrupt decomposition data. The ring push code itself was correct throughout. Fixed by snapping to_copy to a multiple of record_size before advancing *ppos. These are early Phase C debug captures made before that fix, superseded by the clean decomp_{stencil_8K,stencil_24K,graphbfs_23,stencil_sweep_*}.csv (all regenerated after the fix, same 2026-07-06 15:47-15:49 session).",results/phaseC/PHASEC_REPORT.md,demonstrated
results/phaseC/decomp_stencil_24K_diag.bin,Stencil,24000 or 8000 (diagnostic capture),n/a,"all decomposition fields (d1-d7, svc, total, num_faults, num_va_spaces, num_blocks)","ring_read_binary() (specasync_debugfs.c) returned to_copy bytes to the caller while only writing floor(to_copy/record_size)*record_size bytes via copy_to_user; the resulting *ppos drift accumulated to exactly 32 bytes by slot 1170, making the Python parser misread record boundaries and produce apparently-corrupt decomposition data. The ring push code itself was correct throughout. Fixed by snapping to_copy to a multiple of record_size before advancing *ppos. These are early Phase C debug captures made before that fix, superseded by the clean decomp_{stencil_8K,stencil_24K,graphbfs_23,stencil_sweep_*}.csv (all regenerated after the fix, same 2026-07-06 15:47-15:49 session).",results/phaseC/PHASEC_REPORT.md,demonstrated
results/phaseC/decomp_stencil_24K_diag2.bin,Stencil,24000 or 8000 (diagnostic capture),n/a,"all decomposition fields (d1-d7, svc, total, num_faults, num_va_spaces, num_blocks)","ring_read_binary() (specasync_debugfs.c) returned to_copy bytes to the caller while only writing floor(to_copy/record_size)*record_size bytes via copy_to_user; the resulting *ppos drift accumulated to exactly 32 bytes by slot 1170, making the Python parser misread record boundaries and produce apparently-corrupt decomposition data. The ring push code itself was correct throughout. Fixed by snapping to_copy to a multiple of record_size before advancing *ppos. These are early Phase C debug captures made before that fix, superseded by the clean decomp_{stencil_8K,stencil_24K,graphbfs_23,stencil_sweep_*}.csv (all regenerated after the fix, same 2026-07-06 15:47-15:49 session).",results/phaseC/PHASEC_REPORT.md,demonstrated
results/phaseC/decomp_stencil_8K_smoke.csv,Stencil,24000 or 8000 (diagnostic capture),n/a,"all decomposition fields (d1-d7, svc, total, num_faults, num_va_spaces, num_blocks)","ring_read_binary() (specasync_debugfs.c) returned to_copy bytes to the caller while only writing floor(to_copy/record_size)*record_size bytes via copy_to_user; the resulting *ppos drift accumulated to exactly 32 bytes by slot 1170, making the Python parser misread record boundaries and produce apparently-corrupt decomposition data. The ring push code itself was correct throughout. Fixed by snapping to_copy to a multiple of record_size before advancing *ppos. These are early Phase C debug captures made before that fix, superseded by the clean decomp_{stencil_8K,stencil_24K,graphbfs_23,stencil_sweep_*}.csv (all regenerated after the fix, same 2026-07-06 15:47-15:49 session).",results/phaseC/PHASEC_REPORT.md,demonstrated
results/phaseB/phaseB_telemetry.csv,cuFFT,67108864,p2,hit_rate,"The 25.47% hit rate at this exact size/policy/depth=0/prefetch-ON combination does NOT reproduce under a controlled, interleaved rerun (Task T2, T4 GPU work block): aggregate hit rate over 15 clean reps at the identical configuration measures 4.07%, roughly a sixth of the legacy figure. No wall-clock effect either direction (2 of 3 sizes: identical p0-vs-p2 medians). The legacy 25.47% traces to Phase B's single, uncontrolled, non-interleaved pre-fix sweep and should not be carried forward as a T4/595.71.05 result.",results/analysis/GATE_T2_REPORT.md; results/figures/CUFFT_PROVENANCE.md,demonstrated
